gene_name,789,66,151,405,115,1754,492,709,637,794,276,250,12,R29425B,R34914A,Rou7776B,Rou6223B,R9288,14501,21868
SMCO3,0,0,4,1,12,0,0,2,4,0,2,0,0,6,14,4,10,6,6,0
RP11-233G1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ART4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,0
RP11-233G1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MGP,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0
ERP27,20,18,20,43,52,53,27,22,5,20,4,20,19,18,14,20,26,71,28,33
ARHGDIB,20344,12105,19408,19595,22773,22339,21639,15129,12410,14855,12504,13026,12982,12591,18731,10612,30923,29680,19353,13208
PDE6H,0,0,3,0,2,0,0,0,0,0,0,0,2,4,0,0,8,0,8,0
LINC01489,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERG,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERG-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERG-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL8P1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
PTPRO,184,169,9,170,247,137,275,45,333,133,76,90,37,155,280,70,163,75,285,56
RP11-6K23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS8,1685,3682,190,943,591,5910,375,209,1289,1581,1729,2840,1820,735,264,4310,233,1454,41,4583
RNU6-251P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-6B19.1,8,0,0,0,0,10,0,0,0,6,0,2,7,0,0,2,0,0,0,0
RP11-6B19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRAP,7626,4127,5914,4149,4828,5645,6680,3394,3675,4040,4162,5231,6316,4516,6601,4471,8662,5710,3390,4994
DERA,1626,1453,1403,1053,1230,1544,1530,785,1278,1396,869,1249,1512,1542,1813,1034,1800,1551,870,1335
EGLN3P1,0,0,0,2,8,2,0,0,2,0,0,0,4,0,6,0,8,2,0,0
SLC15A5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MGST1,2373,1580,2561,294,142,41,1132,20,904,608,172,148,951,520,1377,22,1539,162,2088,1077
SUPT16HP1,40,24,35,24,14,26,16,13,16,22,11,32,34,9,34,15,31,20,22,14
RP11-473N11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
RP11-424M22.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMO3,448,522,317,127,139,248,200,28,324,183,41,383,555,108,121,329,90,70,42,261
RP11-424M22.3,2,0,1,10,2,2,8,0,6,0,0,1,0,0,0,0,0,2,4,12
RP11-239A17.1,23,26,0,6,0,1,5,0,0,1,0,2,22,7,10,13,8,0,2,4
RP11-69C13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP1P2,1,3,0,0,0,1,0,0,0,1,4,1,1,0,1,0,0,0,3,2
EEF1A1P16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-74N9.2,0,2,4,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,2
RNU6-837P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-287J11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RPL7P40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM17BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-606D9.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LINC02378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3C2G,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
NDFIP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-459D22.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZKSCAN7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P9,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
RP11-361I14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPZA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RPL7P6,24,2,3,1,0,1,2,2,1,2,2,0,0,1,2,2,0,2,2,0
MEF2BNBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHA5,5,36,2,2,12,10,8,4,11,3,24,84,12,0,2,4,3,101,84,0
RP11-282K24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL459P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL67P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEBP2,3191,1269,1699,2060,3342,2758,2321,1785,2085,1843,1724,1759,2342,1668,2832,2116,3930,3258,2141,1755
PDCD5P1,8,5,6,5,1,11,10,1,2,8,5,6,8,5,11,6,9,6,7,4
RP11-841C19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-254P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A1P4,1,3,4,3,3,4,3,9,13,5,2,1,1,4,2,3,2,0,4,3
RP11-841C19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-678N14.1,10,0,10,11,9,20,13,16,16,6,16,4,6,4,11,14,14,31,11,6
RNU1-146P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-405A12.2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0
TCP1P3,2,0,0,1,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0
LINC02398,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0
RP11-664H17.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-284H19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE3A,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
UBE2L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-424C20.2,55,10,30,15,11,13,38,14,6,14,5,12,25,7,23,10,20,43,21,26
SLCO1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B3-SLCO1B7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-80N2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-125O5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1A2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IAPP,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PYROXD1,886,428,724,836,1205,950,774,637,553,731,458,686,980,722,722,632,985,1193,456,733
ELOCP31,6,0,0,0,26,8,2,4,0,6,8,0,2,22,0,2,0,5,12,4
RECQL,2384,1177,3075,2051,2908,3812,3339,1816,1404,1916,1265,2606,2403,2055,2780,2361,4055,3420,2416,3015
GOLT1B,2187,837,1980,2569,4653,4060,1818,3577,3051,1929,1365,1658,3347,2223,5195,2760,2502,3251,2205,2208
SPX,16,4,42,21,16,74,2,8,31,9,13,4,34,65,24,24,19,23,2,20
GYS2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11-501E24.9,0,0,2,0,0,0,1,0,0,2,0,2,11,0,0,0,0,0,0,0
LDHB,1419,798,912,838,954,1297,1010,686,758,839,625,746,753,795,1724,767,1567,1001,780,654
RP11-59N23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-59N23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ8,0,0,14,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0
ABCC9,18,2,1062,17,0,690,17,0,368,6,28,7,60,52,0,22,38,10,2,562
RP11-729I10.2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RP11-729I10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-547L9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMAS,2533,1567,2446,1840,2767,3229,2382,1622,1799,2145,1820,2161,2562,2182,2972,1952,3370,2775,1716,1953
ST8SIA1,4,4,22,11,11,6,16,12,5,5,3,10,22,17,37,15,11,15,3,27
RP11-49G2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT6B2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-149P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-73M14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-268P4.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C2CD5,2590,959,2406,2084,2846,3583,2350,1691,1832,1909,1528,2145,2311,1919,1820,2446,2623,3275,2173,2588
RP11-359J14.2,40,0,35,39,33,36,15,14,9,8,12,8,14,11,6,36,18,36,16,64
LRRC34P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-268P4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-268P4.4,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,4,7,2,0,2
ETNK1,4400,1887,4956,4245,7348,5889,4395,3914,5059,4711,2230,4056,4547,3148,4733,4337,5715,5629,4277,3940
RP11-114G22.1,2,0,0,0,0,0,2,1,12,5,0,0,0,0,2,0,2,2,0,2
RPS27P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-449P1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-686N4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-153K16.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11-153K16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX5,0,6,930,55,21,775,111,0,151,0,6,22,117,86,10,287,19,24,2,936
RP11-437F6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX5-AS1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,6
LINC00477,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNOP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-615I16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-625L16.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
RN7SL38P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAT1,8093,3745,2193,3446,2934,4055,3705,7264,3015,1287,2600,1995,6147,3634,10285,2779,12620,11248,10049,1912
RP11-625L16.3,0,0,15,0,0,2,0,2,0,0,0,2,0,1,10,0,9,5,2,2
RP11-662I13.3,19,21,0,6,6,4,16,0,8,0,0,0,2,6,35,4,24,13,15,1
RP11-662I13.2,231,113,21,43,77,73,50,137,170,42,119,33,168,97,296,56,266,179,172,43
BRI3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
C12orf77,60,257,56,14,95,16,40,21,20,12,10,31,10,66,122,91,348,361,145,40
IRAG2,7477,5563,6876,3047,11599,5254,2827,5872,4132,4739,2991,2593,3229,3680,7654,7982,10125,21525,7427,2567
CENPUP2,34,0,10,12,80,16,4,26,19,8,10,2,16,8,31,56,36,106,44,6
RP11-713N11.4,0,3,0,6,35,4,2,9,14,2,6,6,16,2,13,4,24,45,11,3
RP11-713N11.6,279,66,156,157,552,138,52,271,178,174,76,65,168,196,527,528,241,1167,261,77
CFAP94,11,2,2,1,4,2,2,0,0,3,6,6,6,4,6,0,0,2,0,9
ETFRF1,618,243,829,363,384,499,515,400,444,511,269,430,486,405,514,464,760,715,460,368
KRAS,1806,943,2313,1267,1465,3783,1683,954,1271,2028,1404,1784,2052,2020,1370,2129,1938,1946,936,2034
RP11-295I5.3,8,4,22,7,22,10,17,22,4,12,12,8,11,8,14,22,12,30,16,14
RP11-295I5.4,0,0,2,1,0,6,0,4,2,1,0,0,3,0,12,6,5,6,2,5
RP11-707G18.1,21,0,4,14,25,36,6,8,26,6,6,6,20,12,21,18,17,42,5,6
RNU4-67P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-318G8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMNTD1,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0
RP11-318G8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM133GP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB4BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-685B13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-443N24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDGP1,8,1,0,1,1,3,4,1,2,2,0,3,0,1,2,1,3,9,1,4
RP11-443N24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-443N24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASSF8-AS1,4,0,6,0,0,10,2,0,4,8,0,18,4,4,2,2,14,6,2,8
RASSF8,0,2,4,0,2,13,6,0,2,0,0,47,6,0,4,11,16,2,8,16
BHLHE41,761,118,177,794,158,554,684,10,242,726,143,234,134,261,94,173,94,311,241,8
SSPN,86,31,19,88,25,101,101,4,21,105,14,8,38,24,6,13,30,65,55,0
RP11-283G6.3,22,11,6,21,6,6,12,4,5,6,0,11,15,3,0,6,0,16,6,0
RP11-283G6.7,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
RP11-283G6.4,23,21,28,0,0,4,4,0,10,0,8,0,8,2,6,0,0,16,2,0
RP11-283G6.5,53,40,16,7,14,25,21,3,54,7,12,4,22,14,2,0,8,8,1,6
RP11-283G6.6,0,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,8,0,0
RP11-612B6.6,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-612B6.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
RP11-513G19.1,25,26,12,49,76,31,46,7,48,19,9,14,31,23,44,53,30,105,26,9
ITPR2,4550,7807,4085,3475,6960,4226,9781,1608,4205,5143,1318,5396,3419,3147,4025,6430,8664,9511,4841,3405
RP11-612B6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP354,0,1,8,0,2,0,2,2,0,0,0,0,0,0,4,4,3,0,2,0
RP11-666F17.1,18,10,2,5,6,7,2,8,21,1,0,0,11,16,15,26,7,13,2,4
RP11-666F17.2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0
INTS13,3005,1443,2903,2383,2941,3473,3554,1958,1965,2374,1629,2785,2936,2207,3311,2332,4017,3313,2814,1821
FGFR1OP2,3170,1232,2866,3669,8796,5149,3693,3685,4485,3137,1977,2057,3932,2740,5036,3533,3530,6086,3157,2422
TM7SF3,4346,7003,6269,2587,3558,3560,5206,1299,3241,2517,1850,3156,4256,2174,3956,2563,4976,2702,3517,3395
RP11-421F16.3,175,119,133,171,259,121,150,42,212,66,55,108,149,86,146,164,197,227,163,190
MED21,1239,620,968,1028,1132,1174,1166,764,742,777,639,916,1074,710,1199,963,1589,1392,902,791
RP11-582E3.6,373,167,316,354,443,601,370,416,784,401,239,201,643,436,509,505,436,648,434,245
C12orf71,0,6,2,9,3,10,9,0,8,0,0,6,14,8,2,2,1,11,4,13
RP11-582E3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-582E3.2,0,2,4,2,2,2,3,2,0,3,0,3,0,0,8,0,7,0,3,0
RP11-582E3.4,0,4,8,0,0,6,2,0,5,6,6,2,10,0,0,3,9,4,0,12
STK38L,6544,3416,7908,5315,5522,5197,5804,4072,5598,3720,3737,3434,7089,3854,7410,4651,17537,7954,6001,4852
ARNTL2,6791,2950,7931,4489,3685,10086,5801,3749,5272,3964,4852,5236,8139,5267,5812,6507,5329,6025,3425,6535
ARNTL2-AS1,19,10,0,10,54,16,9,27,12,4,8,6,34,13,42,37,11,21,6,12
SMCO2,45,30,48,81,38,172,50,63,122,41,69,20,80,79,72,60,39,100,51,49
RARS1P1,0,6,2,0,0,0,8,0,0,4,0,0,0,4,0,0,0,5,4,3
PPFIBP1,2850,1626,1841,2451,951,3429,1622,1864,2105,1680,1553,955,1894,1118,2494,1534,2966,2576,1922,1505
RP11-709A23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
RP11-709A23.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,6,0,0
RP11-1060J15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1060J15.4,54,0,5,0,0,31,0,28,0,0,0,0,0,0,0,0,0,6,0,1
REP15,2,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,6,0,6,2
RP11-1060J15.9,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
HMGB1P49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1060J15.7,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS35,3782,1833,2777,2306,2240,2895,2576,1656,1623,2313,2309,2565,3120,2007,3222,2323,4034,3254,2102,2291
Y_RNA,0,0,0,8,1,0,0,4,2,0,0,2,0,0,3,0,4,0,1,1
MANSC4,0,1,4,2,2,0,6,0,2,0,0,2,0,4,2,3,16,7,2,0
RP11-860B13.1,6,0,0,0,2,0,0,0,0,6,0,0,3,8,18,2,6,10,0,4
KLHL42,1044,446,793,835,695,1169,952,607,553,739,624,770,1082,601,750,582,1492,1255,731,637
RP11-860B13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG10010135837.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-993B23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTHLH,0,6,0,4,0,0,4,0,0,2,0,0,0,2,2,6,29,0,17,0
RP11-993B23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC91,907,331,1004,859,498,891,885,595,661,790,537,732,718,648,820,821,1120,1146,710,904
RP11-967K21.1,49,16,24,22,9,27,25,23,16,26,18,30,18,18,38,24,33,22,20,27
RP11-967K21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-425D17.1,1,0,0,8,0,0,2,0,2,1,0,0,0,0,6,4,2,2,5,2
RP11-425D17.2,0,0,4,8,2,4,0,5,6,0,3,0,13,0,0,8,10,6,8,0
RNU4-54P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-874G11.1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0
RP11-977P2.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-31A23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-946L16.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,10
FAR2,847,707,1043,481,91,601,588,33,406,387,56,381,442,259,74,496,93,108,53,660
RP11-946L16.2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
RP11-996F15.4,4,3,28,6,2,2,6,2,4,0,0,2,1,6,0,1,10,5,5,5
RP11-996F15.2,80,31,109,84,36,115,34,9,20,24,4,68,25,32,29,87,91,121,40,164
RP11-996F15.5,0,0,12,20,4,16,8,9,2,4,0,13,6,4,4,12,8,15,7,14
RP11-996F15.6,0,16,23,12,6,9,11,3,4,10,2,10,3,10,13,15,14,16,5,20
ERGIC2,2120,876,2164,1675,1705,2898,2160,1618,1826,1933,1014,1842,2146,1397,1881,2002,2391,2354,1563,1769
OVCH1-AS1,0,0,1,6,1161,3,3,3,390,113,6,0,16,3,7,673,4,1438,1,1
OVCH1,0,5,2,0,22,0,0,0,35,15,0,2,2,0,0,30,4,121,2,1
TMTC1,357,638,3336,522,491,138,955,50,885,1233,45,656,603,247,37,451,178,4,48,2037
RP11-310I24.1,8,2,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
RPL21P99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-776A13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-776A13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-776A13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-155I9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-155I9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-776A13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPO8,4048,1873,3041,3043,2686,4410,3418,2056,2379,2706,2105,2743,3326,2057,2973,2814,4259,4673,2697,2677
RP11-77I22.5,0,6,0,0,0,2,3,0,3,4,2,2,0,2,2,0,2,6,2,0
CAPRIN2,726,488,688,812,1214,1395,700,616,830,749,670,473,1329,867,1313,841,912,1334,422,626
RP11-77I22.2,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
LINC00941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00941,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PPIAP44,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN11,720,1416,35,164,173,320,164,167,455,99,371,37,959,294,2226,296,1075,103,90,78
RP11-551L14.4,16,6,0,2,6,2,11,3,2,1,0,0,11,6,4,14,11,0,9,3
RP11-551L14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX11-AS1,89,19,27,28,18,23,11,18,28,20,22,34,47,21,33,15,43,14,37,15
DDX11,2519,1102,1149,1382,1972,2764,1959,1251,1424,1333,1293,1542,1936,1716,2005,1135,1910,3223,1750,1638
SNORA75,6,0,6,6,11,5,5,6,6,6,2,1,8,4,5,8,2,6,4,0
RP11-551L14.7,0,0,0,8,9,0,10,3,0,0,0,0,0,3,0,1,0,25,4,2
OVOS2,0,1,0,11,17,14,8,8,18,7,6,3,28,38,13,2,18,17,22,0
RP11-627K11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-627K11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MREGP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-627K11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINHCAF,2873,1489,1310,1551,2108,1860,1182,1494,1402,1223,1620,844,2234,1673,2297,2022,2176,2849,1352,1089
RP11-627K11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ13224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND5B,1636,361,749,594,1236,747,2119,1010,994,1293,966,911,1300,884,1252,588,2075,2370,2404,1020
RNU6-618P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-771K4.3,16,14,2,8,6,8,14,10,13,4,26,14,16,16,6,4,10,9,16,12
RP11-820K3.3,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,2,2,4,2,0
RP11-820K3.4,0,0,0,0,8,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD49P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENND5B-AS1,17,5,12,15,2,0,5,6,3,8,8,8,0,12,5,2,5,12,12,4
RNU5F-4P,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,4,0
RPL31P50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK4P3,0,0,1,0,6,0,2,0,2,0,1,0,0,2,0,0,2,4,7,4
RP11-820K3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ETFBKMT,35,41,72,55,96,43,85,83,50,75,83,27,84,45,78,76,76,92,60,96
AMN1,372,122,111,298,285,271,128,241,234,202,224,58,259,268,331,258,191,306,188,93
